"OrderID","OrderDate","ShipDate","CustomerName","Region","Segment","Category","SubCategory","TotalSales","TotalProfit","TotalQuantity","ProfitMargin","AvgDiscount"
"CA-2014-168368","4/16/1981","4/16/1985","Guy Armstrong","East","Consumer","Furniture","Furnishings","332.94","53.2704","3","0.16","0"
"CA-2014-168368","4/16/1981","4/16/1985","Guy Armstrong","East","Consumer","Office Supplies","Binders","61.54","28.8274","5","0.468","0"
"CA-2014-168368","4/16/1981","4/16/1985","Guy Armstrong","East","Consumer","Office Supplies","Labels","14.94","6.8724","3","0.46","0"
"CA-2014-168368","4/16/1981","4/16/1985","Guy Armstrong","East","Consumer","Office Supplies","Storage","64.96","2.5984","2","0.04","0"
"CA-2014-168473","4/19/1999","4/20/2005","Tracy Blumstein","East","Consumer","Office Supplies","Storage","191.88","19.188","6","0.1","0"
"CA-2014-168494","4/19/1985","4/19/1987","Nora Preis","West","Consumer","Furniture","Bookcases","254.9745","11.9988","3","0.047","0.15"
"CA-2014-168494","4/19/1985","4/19/1987","Nora Preis","West","Consumer","Furniture","Tables","4375.536","230.9928","18","0.053","0.2"
"CA-2014-168592","4/18/1990","4/18/1996","Dennis Pardue","Central","Home Office","Office Supplies","Appliances","56.65","24.3595","5","0.43","0"
"CA-2014-168592","4/18/1990","4/18/1996","Dennis Pardue","Central","Home Office","Office Supplies","Fasteners","4.02","1.9698","2","0.49","0"
"CA-2014-168592","4/18/1990","4/18/1996","Dennis Pardue","Central","Home Office","Office Supplies","Storage","14.97","4.1916","1","0.28","0"
"CA-2014-168823","4/19/2003","4/19/2006","Matt Abelman","Central","Home Office","Office Supplies","Labels","20.808","7.0227","9","0.338","0.2"
"CA-2014-168823","4/19/2003","4/19/2006","Matt Abelman","Central","Home Office","Office Supplies","Paper","11.352","4.1151","3","0.362","0.2"
"CA-2014-168984","4/19/1969","4/19/1975","Natalie Webber","West","Consumer","Office Supplies","Paper","15.552","5.4432","3","0.35","0.2"
"CA-2014-168984","4/19/1969","4/19/1975","Natalie Webber","West","Consumer","Office Supplies","Storage","669.08","-167.27","5","-0.25","0.2"
"CA-2014-168984","4/19/1969","4/19/1975","Natalie Webber","West","Consumer","Technology","Phones","438.336","-87.6672","4","-0.2","0.2"
"CA-2014-169019","4/18/1946","4/18/1950","Luke Foster","South","Consumer","Furniture","Furnishings","17.496","-10.0602","3","-0.575","0.6"
"CA-2014-169019","4/18/1946","4/18/1950","Luke Foster","South","Consumer","Office Supplies","Appliances","4.836","-12.09","2","-2.5","0.8"
"CA-2014-169019","4/18/1946","4/18/1950","Luke Foster","South","Consumer","Office Supplies","Binders","2203.248","-3742.0672","17","-1.698","0.8000000000000002"
"CA-2014-169019","4/18/1946","4/18/1950","Luke Foster","South","Consumer","Technology","Accessories","431.136","-26.946","9","-0.063","0.2"
"CA-2014-169033","4/17/2028","4/17/1932","Kunst Miller","West","Consumer","Office Supplies","Art","49.65","20.853","5","0.42","0"
"CA-2014-169061","4/17/2003","4/17/2006","Aimee Bixby","East","Consumer","Office Supplies","Art","59.52","15.4752","3","0.26","0"
"CA-2014-169061","4/17/2003","4/17/2006","Aimee Bixby","East","Consumer","Office Supplies","Binders","49.632","16.7508","6","0.338","0.2"
"CA-2014-169061","4/17/2003","4/17/2006","Aimee Bixby","East","Consumer","Office Supplies","Paper","97.82","45.9754","2","0.47","0"
"CA-2014-169061","4/17/2003","4/17/2006","Aimee Bixby","East","Consumer","Office Supplies","Supplies","18.62","5.3998","2","0.29","0"
"CA-2014-169061","4/17/2003","4/17/2006","Aimee Bixby","East","Consumer","Technology","Accessories","479.97","177.5889","3","0.37","0"
"CA-2014-169257","4/17/1996","4/18/2002","Stewart Visinsky","West","Consumer","Office Supplies","Binders","1.365","-0.91","1","-0.667","0.7"
"CA-2014-169257","4/17/1996","4/18/2002","Stewart Visinsky","West","Consumer","Office Supplies","Paper","62.016","22.4808","2","0.362","0.2"
"CA-2014-169446","4/19/1992","4/19/1998","Speros Goranitis","East","Consumer","Office Supplies","Paper","15.552","5.4432","3","0.35","0.2"
"CA-2014-169446","4/19/1992","4/19/1998","Speros Goranitis","East","Consumer","Office Supplies","Storage","32.592","-7.7406","3","-0.237","0.2"
"CA-2014-169446","4/19/1992","4/19/1998","Speros Goranitis","East","Consumer","Technology","Phones","323.976","36.4473","3","0.112","0.2"
"CA-2014-169460","4/17/1948","4/17/1950","Nicole Fjeld","East","Home Office","Furniture","Furnishings","76.14","26.649","3","0.35","0"
"CA-2014-169642","4/18/1947","4/18/1950","Barry Blumstein","West","Corporate","Office Supplies","Storage","276.28","0","2","0","0"
"CA-2014-169649","4/19/1982","4/19/1988","Thomas Seio","East","Corporate","Office Supplies","Appliances","20.388","-53.0088","2","-2.6","0.8"
"CA-2014-169649","4/19/1982","4/19/1988","Thomas Seio","East","Corporate","Office Supplies","Paper","8.448","2.9568","2","0.35","0.2"
"CA-2014-169684","4/19/1932","4/19/1935","Fred Hopkins","East","Corporate","Furniture","Tables","328.59","-147.8655","3","-0.45","0.4"
"CA-2014-169684","4/19/1932","4/19/1935","Fred Hopkins","East","Corporate","Office Supplies","Storage","98.352","-24.588","3","-0.25","0.2"
"CA-2014-169726","4/18/1960","4/18/1964","Joseph Holt","Central","Consumer","Office Supplies","Binders","2060.744","643.9825","7","0.312","0.2"
"CA-2014-169775","4/18/1980","4/18/1984","Ryan Akin","West","Consumer","Furniture","Tables","174.0585","-110.7645","3","-0.636","0.45"
"CA-2014-169775","4/18/1980","4/18/1984","Ryan Akin","West","Consumer","Office Supplies","Binders","505.176","-336.784","4","-0.667","0.7"
"CA-2014-169775","4/18/1980","4/18/1984","Ryan Akin","West","Consumer","Office Supplies","Envelopes","29.808","10.8054","2","0.363","0.2"
"CA-2014-169803","4/17/1935","4/17/1941","Scott Cohen","West","Corporate","Furniture","Tables","653.55","111.1035","3","0.17","0"
"CA-2014-169803","4/17/1935","4/17/1941","Scott Cohen","West","Corporate","Technology","Accessories","33.9","2.034","2","0.06","0"
"CA-2014-169852","4/19/1933","4/19/1938","Sylvia Foulston","Central","Corporate","Office Supplies","Binders","36.36","12.2715","3","0.338","0.2"
"CA-2015-100146","4/21/1938","4/21/1943","Claudia Bergmann","South","Corporate","Furniture","Bookcases","509.9575","41.9965","5","0.082","0.15"
"CA-2015-100146","4/21/1938","4/21/1943","Claudia Bergmann","South","Corporate","Furniture","Chairs","819.92","75.1666","5","0.092","0.2"
"CA-2015-100146","4/21/1938","4/21/1943","Claudia Bergmann","South","Corporate","Furniture","Furnishings","122.91","34.4148","3","0.28","0"
"CA-2015-100216","4/21/2007","4/21/2008","Heather Jas","South","Home Office","Office Supplies","Paper","85.92","28.7016","9","0.334","0.2"
"CA-2015-100251","4/21/1941","4/21/1947","Dianna Vittorini","West","Consumer","Office Supplies","Labels","31.5","15.12","10","0.48","0"
"CA-2015-100251","4/21/1941","4/21/1947","Dianna Vittorini","West","Consumer","Office Supplies","Supplies","55.6","16.124","4","0.29","0"
"CA-2015-100454","4/23/2028","4/23/1933","Brian Moss","East","Corporate","Furniture","Bookcases","186.048","9.3024","4","0.05","0.2"
"CA-2015-100454","4/23/2028","4/23/1933","Brian Moss","East","Corporate","Office Supplies","Art","71.97","19.662300000000002","7","0.273","0"
"CA-2015-100545","4/23/1930","4/23/1934","Irene Maddox","West","Consumer","Office Supplies","Binders","11.61","-9.288","2","-0.8","0.7"
"CA-2015-100573","4/22/1972","4/22/1978","Anne McFarland","South","Consumer","Office Supplies","Envelopes","17.48","8.2156","2","0.47","0"
"CA-2015-100657","4/23/2010","4/23/2015","Scot Wooten","West","Consumer","Furniture","Chairs","109.764","8.5372","2","0.078","0.1"
"CA-2015-100685","4/23/1957","4/23/1959","Suzanne McNair","South","Corporate","Office Supplies","Binders","7.04","3.3088","2","0.47","0"
"CA-2015-100685","4/23/1957","4/23/1959","Suzanne McNair","South","Corporate","Office Supplies","Fasteners","5.04","0.2016","4","0.04","0"
"CA-2015-100685","4/23/1957","4/23/1959","Suzanne McNair","South","Corporate","Office Supplies","Paper","116.28","56.9772","3","0.49","0"
"CA-2015-100734","4/22/1962","4/22/1967","Ann Chong","East","Corporate","Office Supplies","Binders","3.576","-2.8608","4","-0.8","0.7"
"CA-2015-100734","4/22/1962","4/22/1967","Ann Chong","East","Corporate","Office Supplies","Storage","147.184","-29.4368","2","-0.2","0.2"
"CA-2015-100769","4/21/1940","4/21/1940","Tracy Hopkins","East","Home Office","Technology","Accessories","255.968","31.996","4","0.125","0.2"
"CA-2015-100818","4/21/1955","4/21/1960","Janet Molinari","East","Corporate","Furniture","Furnishings","51.56","-61.872","2","-1.2","0.6"
"CA-2015-100818","4/21/1955","4/21/1960","Janet Molinari","East","Corporate","Office Supplies","Binders","3.564","-6.237","3","-1.75","0.8"
"CA-2015-100818","4/21/1955","4/21/1960","Janet Molinari","East","Corporate","Office Supplies","Labels","5.904","1.9926","2","0.337","0.2"
"CA-2015-100818","4/21/1955","4/21/1960","Janet Molinari","East","Corporate","Office Supplies","Paper","173.488","54.215","7","0.313","0.2"
"CA-2015-100888","4/21/2000","4/21/2004","Mark Hamilton","South","Consumer","Office Supplies","Paper","47.952","16.1838","3","0.338","0.2"
"CA-2015-101000","4/21/2003","4/21/2008","Ivan Gibson","West","Consumer","Office Supplies","Appliances","370.14","144.3546","3","0.39","0"
"CA-2015-101007","4/20/1944","4/20/1948","Michael Stewart","Central","Corporate","Technology","Accessories","20.8","6.5","2","0.313","0.2"
"CA-2015-101091","4/23/1943","4/23/1947","Scot Wooten","West","Consumer","Office Supplies","Binders","26.064","-19.9824","6","-0.767","0.7"
"CA-2015-101091","4/23/1943","4/23/1947","Scot Wooten","West","Consumer","Technology","Accessories","47.984","0.5998","2","0.012","0.2"
"CA-2015-101126","4/20/1945","4/20/1949","Nona Balk","Central","Corporate","Office Supplies","Storage","77.24","7.724","5","0.1","0.2"
"CA-2015-101154","4/22/1965","4/22/1968","Charlotte Melton","East","Consumer","Office Supplies","Storage","443.92","8.8784","4","0.02","0"
"CA-2015-101707","4/22/1943","4/22/1948","Philip Fox","Central","Consumer","Office Supplies","Labels","3.08","1.4784","1","0.48","0"
"CA-2015-101707","4/22/1943","4/22/1948","Philip Fox","Central","Consumer","Office Supplies","Paper","114.2","52.532","5","0.46","0"
"CA-2015-101707","4/22/1943","4/22/1948","Philip Fox","Central","Consumer","Office Supplies","Supplies","32.94","9.2232","3","0.28","0"
"CA-2015-101868","4/21/1964","4/21/1971","Max Jones","West","Consumer","Office Supplies","Binders","102.72","-69.764","8","-0.679","0.7"
"CA-2015-101868","4/21/1964","4/21/1971","Max Jones","West","Consumer","Technology","Accessories","72.6","-8.1675","5","-0.113","0.2"
"CA-2015-101889","4/23/1965","4/23/1969","David Bremer","West","Corporate","Furniture","Tables","1548.99","-464.697","9","-0.3","0.4"
"CA-2015-101889","4/23/1965","4/23/1969","David Bremer","West","Corporate","Office Supplies","Envelopes","19.872","6.7068","3","0.338","0.2"
"CA-2015-101910","4/23/1935","4/23/1941","Carlos Daly","West","Consumer","Furniture","Chairs","283.92","17.745","5","0.063","0.2"
"CA-2015-101924","4/22/1951","4/22/1956","Ken Black","Central","Corporate","Office Supplies","Binders","9.762","-6.8334","2","-0.7","0.7"
"CA-2015-102015","4/22/1959","4/22/1965","Tamara Manning","West","Consumer","Office Supplies","Art","9.26","3.0558","2","0.33","0"
"CA-2015-102015","4/22/1959","4/22/1965","Tamara Manning","West","Consumer","Office Supplies","Envelopes","27.18","12.7746","1","0.47","0"
"CA-2015-102015","4/22/1959","4/22/1965","Tamara Manning","West","Consumer","Office Supplies","Fasteners","1.24","0.5828","1","0.47","0"
"CA-2015-102015","4/22/1959","4/22/1965","Tamara Manning","West","Consumer","Office Supplies","Labels","20.7","9.936","2","0.48","0"
"CA-2015-102015","4/22/1959","4/22/1965","Tamara Manning","West","Consumer","Office Supplies","Paper","28.9","14.161","5","0.49","0"
"CA-2015-102015","4/22/1959","4/22/1965","Tamara Manning","West","Consumer","Office Supplies","Storage","105.98","4.2392","2","0.04","0"
"CA-2015-102036","4/22/1968","4/22/1974","Chad Sievert","West","Consumer","Office Supplies","Storage","199.74","47.9376","6","0.24","0"
"CA-2015-102260","4/22/1969","4/22/1973","Sanjit Jacobs","East","Home Office","Office Supplies","Art","2.816","0.3168","2","0.113","0.2"
"CA-2015-102260","4/22/1969","4/22/1973","Sanjit Jacobs","East","Home Office","Office Supplies","Binders","3.204","-2.5632","2","-0.8","0.7"
"CA-2015-102260","4/22/1969","4/22/1973","Sanjit Jacobs","East","Home Office","Office Supplies","Labels","12","4.2","4","0.35","0.2"
"CA-2015-102260","4/22/1969","4/22/1973","Sanjit Jacobs","East","Home Office","Office Supplies","Storage","745.4879999999999","-67.7726","5","-0.091","0.2"
"CA-2015-102281","4/22/1989","4/22/1991","Mark Packer","East","Home Office","Furniture","Bookcases","1525.4879999999998","159.3684","7","0.104","0.2"
"CA-2015-102281","4/22/1989","4/22/1991","Mark Packer","East","Home Office","Office Supplies","Art","19.9","6.567","5","0.33","0"
"CA-2015-102281","4/22/1989","4/22/1991","Mark Packer","East","Home Office","Office Supplies","Paper","51.84","24.8832","8","0.48","0"
"CA-2015-102281","4/22/1989","4/22/1991","Mark Packer","East","Home Office","Technology","Phones","71.76","20.0928","6","0.28","0"
"CA-2015-102316","4/20/1964","4/20/1966","Dave Hallsten","South","Corporate","Furniture","Chairs","184.752","-20.7846","3","-0.113","0.2"
"CA-2015-102316","4/20/1964","4/20/1966","Dave Hallsten","South","Corporate","Technology","Phones","15.984","1.1988","2","0.075","0.2"
"CA-2015-102491","4/22/1940","4/22/1944","Katrina Willman","East","Consumer","Technology","Accessories","79.96","18.3908","4","0.23","0"
"CA-2015-102491","4/22/1940","4/22/1944","Katrina Willman","East","Consumer","Technology","Machines","3080","1416.8","7","0.46","0"
"CA-2015-102491","4/22/1940","4/22/1944","Katrina Willman","East","Consumer","Technology","Phones","587.97","170.5113","3","0.29","0"
"CA-2015-102582","4/22/1962","4/22/1966","Natalie Webber","West","Consumer","Furniture","Chairs","1056.86","306.4894","7","0.29","0"
"CA-2015-102582","4/22/1962","4/22/1966","Natalie Webber","West","Consumer","Furniture","Tables","801.96","200.49","2","0.25","0"
"CA-2015-102582","4/22/1962","4/22/1966","Natalie Webber","West","Consumer","Technology","Phones","59.97","0","3","0","0"
"CA-2015-102722","4/21/2012","4/21/2013","Kelly Williams","South","Consumer","Technology","Accessories","106.5","41.535","6","0.39","0"
"CA-2015-102778","4/23/2029","4/23/1932","John Huston","East","Consumer","Furniture","Furnishings","18.176","4.7712","1","0.263","0.2"
"CA-2015-102806","4/21/1945","4/21/1952","Henry Goldwyn","West","Corporate","Office Supplies","Binders","24.588","-18.0312","2","-0.733","0.7"
"CA-2015-102848","4/23/2015","4/23/2017","Karen Bern","West","Corporate","Furniture","Chairs","190.72","11.92","1","0.063","0.2"
"CA-2015-102855","4/20/1999","4/21/2000","Jennifer Ferguson","East","Consumer","Office Supplies","Art","23.84","6.4368","8","0.27","0"
"CA-2015-102855","4/20/1999","4/21/2000","Jennifer Ferguson","East","Consumer","Technology","Accessories","239.94","26.3934","6","0.11","0"
"CA-2015-102876","4/22/1954","4/22/1961","Lisa Ryan","East","Corporate","Office Supplies","Binders","14.445","-10.9212","4","-0.756","0.7"
"CA-2015-102876","4/22/1954","4/22/1961","Lisa Ryan","East","Corporate","Technology","Phones","791.964","-131.994","6","-0.167","0.4"
"CA-2015-103072","4/22/1974","4/22/1977","Helen Wasserman","West","Corporate","Office Supplies","Art","16.4","4.756","5","0.29","0"
"CA-2015-103072","4/22/1974","4/22/1977","Helen Wasserman","West","Corporate","Office Supplies","Paper","25.92","12.4416","4","0.48","0"
"CA-2015-103093","4/20/1938","4/20/1942","Frank Olsen","East","Consumer","Office Supplies","Envelopes","74.52","35.0244","9","0.47","0"
"CA-2015-103135","4/22/2009","4/22/2013","Shirley Schmidt","South","Home Office","Furniture","Furnishings","20.94","6.0726","3","0.29","0"
"CA-2015-103135","4/22/2009","4/22/2013","Shirley Schmidt","South","Home Office","Office Supplies","Binders","135.09","62.1414","9","0.46","0"
"CA-2015-103135","4/22/2009","4/22/2013","Shirley Schmidt","South","Home Office","Technology","Accessories","279.86","64.3678","14","0.23","0"
"CA-2015-103177","4/21/1954","4/21/1956","Edward Nazzal","East","Consumer","Office Supplies","Appliances","160.32","44.8896","2","0.28","0"
"CA-2015-103177","4/21/1954","4/21/1956","Edward Nazzal","East","Consumer","Technology","Phones","368.82","6.2652","6","0.017","0"
"CA-2015-103205","4/23/1946","4/23/1948","Joel Jenkins","South","Home Office","Technology","Phones","119.96","11.996","5","0.1","0.2"
"CA-2015-103716","4/21/2024","4/21/1930","Ken Black","Central","Corporate","Office Supplies","Art","34.65","9.702","3","0.28","0"
"CA-2015-103716","4/21/2024","4/21/1930","Ken Black","Central","Corporate","Technology","Phones","19.8","1.7325","5","0.087","0.2"
"CA-2015-103723","4/23/1939","4/23/1944","Beth Thompson","West","Home Office","Office Supplies","Art","13.9","5.56","5","0.4","0"
"CA-2015-103772","4/21/1983","4/21/1987","Mark Packer","East","Home Office","Office Supplies","Art","140.75","42.225","5","0.3","0"
"CA-2015-103772","4/21/1983","4/21/1987","Mark Packer","East","Home Office","Office Supplies","Binders","119.56","54.9976","2","0.46","0"
"CA-2015-103793","4/20/1989","4/20/1994","Benjamin Venier","Central","Corporate","Office Supplies","Paper","74.352","23.235","3","0.313","0.2"
"CA-2015-103835","4/22/1971","4/22/1975","Shaun Chance","West","Corporate","Furniture","Furnishings","14.91","4.6221","3","0.31","0"
"CA-2015-103835","4/22/1971","4/22/1975","Shaun Chance","West","Corporate","Office Supplies","Appliances","1158.12","335.8548","4","0.29","0"
"CA-2015-103870","4/23/1965","4/23/1969","Sung Pak","East","Corporate","Furniture","Bookcases","131.104","8.194","2","0.063","0.2"
"CA-2015-103870","4/23/1965","4/23/1969","Sung Pak","East","Corporate","Furniture","Furnishings","53.352","16.0056","3","0.3","0.2"
"CA-2015-103870","4/23/1965","4/23/1969","Sung Pak","East","Corporate","Office Supplies","Storage","22.512","2.2512","3","0.1","0.2"
"CA-2015-103870","4/23/1965","4/23/1969","Sung Pak","East","Corporate","Technology","Accessories","77.472","-12.021","10","-0.155","0.2"
"CA-2015-103933","4/22/1972","4/22/1974","Dan Reichenbach","Central","Corporate","Technology","Accessories","899.91","395.9604","9","0.44","0"
"CA-2015-103954","4/22/2025","4/22/2029","Hallie Redmond","West","Home Office","Furniture","Bookcases","687.4","48.118","5","0.07","0"
"CA-2015-103961","4/23/2013","4/23/2017","Nathan Gelder","East","Consumer","Office Supplies","Labels","19.824","6.4428","6","0.325","0.2"
"CA-2015-104038","4/20/1941","4/20/1943","Lori Olson","West","Corporate","Office Supplies","Paper","29.9","13.455","5","0.45","0"
"CA-2015-104038","4/20/1941","4/20/1943","Lori Olson","West","Corporate","Office Supplies","Storage","146.73","2.9346","3","0.02","0"
"CA-2015-104052","4/20/1964","4/20/1965","Tracy Poddar","West","Corporate","Technology","Phones","95.84","34.742","4","0.362","0.2"
"CA-2015-104059","4/21/1968","4/21/1970","Frank Carlisle","East","Home Office","Office Supplies","Art","3.424","0.2996","1","0.087","0.2"
"CA-2015-104115","4/21/1967","4/21/1971","Jonathan Howell","West","Consumer","Technology","Phones","55.984","4.1988","2","0.075","0.2"
"CA-2015-104129","4/20/1962","4/20/1965","Erin Smith","South","Corporate","Furniture","Tables","493.92","-28.224","7","-0.057","0.3"
"CA-2015-104129","4/20/1962","4/20/1965","Erin Smith","South","Corporate","Technology","Phones","105.98","1.0598","2","0.01","0"
"CA-2015-104241","4/20/2008","4/20/2013","Andrew Gjertsen","East","Corporate","Furniture","Furnishings","192.22","69.1992","14","0.36","0"
"CA-2015-104297","4/21/1953","4/21/1955","Chad Cunningham","Central","Home Office","Office Supplies","Paper","85.056","28.7064","3","0.337","0.2"
"CA-2015-104346","4/23/1949","4/23/1954","Irene Maddox","West","Consumer","Furniture","Bookcases","69.576","-143.7904","4","-2.067","0.7"
"CA-2015-104346","4/23/1949","4/23/1954","Irene Maddox","West","Consumer","Furniture","Furnishings","107.336","26.0536","14","0.243","0.2"
"CA-2015-104346","4/23/1949","4/23/1954","Irene Maddox","West","Consumer","Furniture","Tables","364.95","-248.166","5","-0.68","0.5"
"CA-2015-104346","4/23/1949","4/23/1954","Irene Maddox","West","Consumer","Office Supplies","Art","17.344","1.6232","8","0.094","0.2"
"CA-2015-104346","4/23/1949","4/23/1954","Irene Maddox","West","Consumer","Office Supplies","Paper","112.752","38.4","6","0.341","0.2"
"CA-2015-104346","4/23/1949","4/23/1954","Irene Maddox","West","Consumer","Technology","Accessories","58.08","-6.534","4","-0.113","0.2"
"CA-2015-104486","4/21/2025","4/21/1930","Patrick O'Brill","East","Consumer","Office Supplies","Binders","12.176","4.4138","1","0.362","0.2"
"CA-2015-104486","4/21/2025","4/21/1930","Patrick O'Brill","East","Consumer","Office Supplies","Storage","37.32","10.4496","3","0.28","0"
"CA-2015-104486","4/21/2025","4/21/1930","Patrick O'Brill","East","Consumer","Office Supplies","Supplies","35.06","10.518","2","0.3","0"
"CA-2015-104493","4/22/1979","4/22/1985","Ed Braxton","East","Corporate","Office Supplies","Binders","57.504","20.1264","6","0.35","0.2"
"CA-2015-104514","4/20/2006","4/20/2008","Claudia Bergmann","South","Corporate","Office Supplies","Art","9.84","2.6568","3","0.27","0"
"CA-2015-104514","4/20/2006","4/20/2008","Claudia Bergmann","South","Corporate","Office Supplies","Paper","20.04","9.6192","3","0.48","0"
"CA-2015-104514","4/20/2006","4/20/2008","Claudia Bergmann","South","Corporate","Office Supplies","Storage","85.52","22.2352","2","0.26","0"
"CA-2015-104626","4/22/1948","4/22/1955","Daniel Raglin","East","Home Office","Furniture","Chairs","60.74","15.185","1","0.25","0"
"CA-2015-104626","4/22/1948","4/22/1955","Daniel Raglin","East","Home Office","Furniture","Furnishings","124.36","27.3592","2","0.22","0"
"CA-2015-104626","4/22/1948","4/22/1955","Daniel Raglin","East","Home Office","Office Supplies","Binders","114.6","51.57","5","0.45","0"
"CA-2015-104626","4/22/1948","4/22/1955","Daniel Raglin","East","Home Office","Office Supplies","Storage","1088.76","315.7404","6","0.29","0"
"CA-2015-104871","4/20/1993","4/20/1997","Daniel Raglin","East","Home Office","Furniture","Chairs","366.744","-110.0232","4","-0.3","0.3"
"CA-2015-104941","4/21/1968","4/21/1974","Dave Hallsten","South","Corporate","Office Supplies","Art","24.78","6.9384","6","0.28","0"
"CA-2015-104941","4/21/1968","4/21/1974","Dave Hallsten","South","Corporate","Office Supplies","Binders","19.14","8.8044","3","0.46","0"
"CA-2015-104941","4/21/1968","4/21/1974","Dave Hallsten","South","Corporate","Office Supplies","Paper","32.4","15.552","5","0.48","0"
"CA-2015-104941","4/21/1968","4/21/1974","Dave Hallsten","South","Corporate","Technology","Copiers","899.97","314.9895","3","0.35","0"
"CA-2015-104948","4/23/2021","4/23/2025","Keith Herrera","West","Consumer","Furniture","Bookcases","683.332","-40.196","4","-0.059","0.15"
"CA-2015-104948","4/23/2021","4/23/2025","Keith Herrera","West","Consumer","Office Supplies","Binders","9.872","3.4552","2","0.35","0.2"
"CA-2015-104948","4/23/2021","4/23/2025","Keith Herrera","West","Consumer","Office Supplies","Paper","29.96","13.482","7","0.45","0"
"CA-2015-105102","4/22/1962","4/22/1966","Brendan Murry","East","Corporate","Furniture","Bookcases","46.384","1.1596","1","0.025","0.2"
"CA-2015-105102","4/22/1962","4/22/1966","Brendan Murry","East","Corporate","Office Supplies","Binders","79.872","29.952","3","0.375","0.2"
"CA-2015-105102","4/22/1962","4/22/1966","Brendan Murry","East","Corporate","Office Supplies","Paper","12.96","6.2208","2","0.48","0"
"CA-2015-105158","4/22/1952","4/22/1957","Sung Pak","East","Corporate","Furniture","Furnishings","6.16","2.9568","2","0.48","0"
"CA-2015-105158","4/22/1952","4/22/1957","Sung Pak","East","Corporate","Office Supplies","Paper","36.84","17.3148","3","0.47","0"
"CA-2015-105221","4/23/2009","4/23/2011","Valerie Mitchum","East","Home Office","Office Supplies","Fasteners","3.168","-0.7128","2","-0.225","0.2"
"CA-2015-105221","4/23/2009","4/23/2011","Valerie Mitchum","East","Home Office","Technology","Accessories","35.36","-3.094","2","-0.087","0.2"
"CA-2015-105312","4/23/2014","4/23/2017","Meg Tillman","West","Consumer","Office Supplies","Binders","4.401","-3.5208","3","-0.8","0.7"
"CA-2015-105312","4/23/2014","4/23/2017","Meg Tillman","West","Consumer","Office Supplies","Envelopes","7.08","2.478","3","0.35","0.2"
"CA-2015-105347","4/23/1932","4/23/1936","Darren Powers","Central","Consumer","Office Supplies","Art","14.7","6.615","5","0.45","0"
"CA-2015-105347","4/23/1932","4/23/1936","Darren Powers","Central","Consumer","Office Supplies","Paper","368.91","180.7659","9","0.49","0"
"CA-2015-105361","4/20/1992","4/20/1998","Chad McGuire","East","Consumer","Office Supplies","Paper","17.64","8.1144","4","0.46","0"
"CA-2015-105508","4/22/1971","4/22/1976","Jamie Frazer","West","Consumer","Office Supplies","Envelopes","39.98","17.991","1","0.45","0"
"CA-2015-105571","4/23/2015","4/23/2019","Christine Phan","East","Corporate","Office Supplies","Binders","1361.6309999999999","-1044.4553","14","-0.767","0.7"
"CA-2015-105599","4/22/1954","4/22/1954","Marc Crier","South","Consumer","Furniture","Tables","27.414","-14.1639","3","-0.517","0.4"
"CA-2015-105599","4/22/1954","4/22/1954","Marc Crier","South","Consumer","Office Supplies","Storage","13.96","0.2792","2","0.02","0"
"CA-2015-105613","4/22/1995","4/22/1999","Kristina Nunn","West","Home Office","Office Supplies","Appliances","73.164","-186.5682","6","-2.55","0.8"
"CA-2015-105613","4/22/1995","4/22/1999","Kristina Nunn","West","Home Office","Technology","Accessories","27.696","3.462","3","0.125","0.2"
"CA-2015-105627","4/20/1971","4/20/1975","Dana Kaydos","Central","Consumer","Furniture","Bookcases","512.94","97.4586","3","0.19","0"
"CA-2015-105627","4/20/1971","4/20/1975","Dana Kaydos","Central","Consumer","Furniture","Chairs","860.93","189.4046","7","0.22","0"
"CA-2015-105627","4/20/1971","4/20/1975","Dana Kaydos","Central","Consumer","Furniture","Furnishings","373.08","82.0776","6","0.22","0"
"CA-2015-105627","4/20/1971","4/20/1975","Dana Kaydos","Central","Consumer","Office Supplies","Art","14.98","4.494","1","0.3","0"
"CA-2015-105627","4/20/1971","4/20/1975","Dana Kaydos","Central","Consumer","Technology","Phones","769.95","223.2855","5","0.29","0"
"CA-2015-105634","4/23/2016","4/23/2022","Helen Abelman","East","Consumer","Office Supplies","Art","11.65","3.3785","5","0.29","0"
"CA-2015-105690","4/23/2029","4/23/1934","Carol Adams","South","Corporate","Furniture","Bookcases","246.1328","-76.0116","2","-0.309","0.32"
"CA-2015-105690","4/23/2029","4/23/1934","Carol Adams","South","Corporate","Office Supplies","Labels","11.696","3.9474","2","0.338","0.2"
"CA-2015-105690","4/23/2029","4/23/1934","Carol Adams","South","Corporate","Technology","Copiers","439.992","164.997","1","0.375","0.2"
"CA-2015-105725","4/20/1953","4/20/1959","Guy Thornton","Central","Consumer","Furniture","Tables","35.544","-0.8886","1","-0.025","0.2"
"CA-2015-105725","4/20/1953","4/20/1959","Guy Thornton","Central","Consumer","Office Supplies","Labels","61.06","28.0876","2","0.46","0"
"CA-2015-105844","4/23/2002","4/23/2004","Jennifer Ferguson","East","Consumer","Office Supplies","Art","79.36","23.808","4","0.3","0"
"CA-2015-105970","4/20/1965","4/20/1970","Pete Armstrong","Central","Home Office","Office Supplies","Art","10.16","2.6416","1","0.26","0"
